product_id,name,category_id,brand_id,supplier_id,price,created_at,season
252,Product 252,2,7,1,308.08,2022-02-01,Fall
253,Product 253,5,3,1,N/A,2020-04-29,All Year
254,Product 254,3,6,4,360.26,2022-10-22,All Year
255,Product 255,3,3,2,147.12,2020-01-10,All Year
256,Product 256,4,5,8,139.48,2021-07-19,All Year
257,Product 257,7,9,8,446.61,2022-09-16,All Year
258,Product 258,6,10,2,101.97,2020-06-02,All Year
259,Product 259,6,3,8,N/A,2023-04-23,All Year
260,Product 260,1,9,1,N/A,2020-02-20,Winter
261,Product 261,5,6,3,7.13,2023-04-12,Spring
262,Product 262,9,1,6,108.28,2099-04-04,All Year
263,Product 263,8,4,7,241.33,2020-10-22,All Year
264,Product 264,7,6,8,166.9,2022-07-17,All Year
265,Product 265,5,6,8,428.47,2020-03-02,Fall
266,Product 266,2,5,9,272.9,2088-07-12,Fall
267,Product 267,6,5,5,316.31,2030-04-09,All Year
268,Product 268,10,3,4,117.73,2020-07-10,Winter
269,Product 269,3,9,9,N/A,2023-01-19,Spring
270,Product 270,5,10,10,56.98,2020-02-15,All Year
271,Product 271,2,5,6,458.68,2020-03-08,Winter
272,Product 272,9,7,1,470.78,2022-10-08,Summer
273,Product 273,1,10,1,N/A,2021-04-22,Summer
274,Product 274,10,9,1,82.56,2022-06-29,All Year
275,Product 275,9,6,8,41.19,2022-02-06,Spring
276,Product 276,9,5,7,189.03,2020-09-29,All Year
277,Product 277,3,5,9,398.95,2022-06-27,All Year
278,Product 278,9,5,3,361.33,2022-06-14,All Year
279,Product 279,3,10,10,29.11,2022-09-07,Summer
280,Product 280,8,5,3,336.61,2022-12-21,All Year
281,Product 281,4,3,10,N/A,2023-07-17,Fall
282,Product 282,8,10,5,137.34,2020-03-25,Summer
283,Product 283,7,2,2,488.59,2053-03-23,Fall
284,Product 284,9,6,4,50.53,2023-06-10,All Year
285,Product 285,2,8,8,295.69,2023-11-02,Spring
286,Product 286,6,6,7,N/A,2023-05-05,Summer
287,Product 287,8,10,3,471.26,2023-02-18,All Year
288,Product 288,2,8,4,410.4,2020-06-12,Summer
289,Product 289,8,9,8,199.75,2020-09-01,Summer
290,Product 290,9,3,2,206.64,2022-07-18,All Year
291,Product 291,4,5,1,388.72,2022-06-30,All Year
292,Product 292,6,7,2,9.63,2022-03-15,Summer
293,Product 293,8,2,1,232.61,2023-10-21,Spring
294,Product 294,2,8,5,196.28,2020-09-02,All Year
295,Product 295,5,6,9,25.14,2022-01-29,All Year
296,Product 296,3,6,6,425.79,2020-11-21,Summer
297,Product 297,6,7,5,N/A,2023-11-07,Summer
298,Product 298,3,9,4,275.41,2021-01-30,All Year
299,Product 299,4,5,9,318.86,2023-09-21,All Year
300,Product 300,4,4,3,N/A,2022-03-31,Spring
301,Product 301,10,3,1,302.57,2020-01-16,All Year
302,Product 302,8,9,2,136.69,2022-01-15,Spring
303,Product 303,9,7,4,459.07,2023-09-13,Spring
304,Product 304,7,7,9,121.32,2020-05-20,Fall
305,Product 305,4,7,7,50.94,2021-08-26,Fall
306,Product 306,9,7,10,420.07,2023-07-20,All Year
307,Product 307,9,4,6,324.0,2020-02-24,Spring
308,Product 308,9,5,2,115.26,2022-02-23,All Year
309,Product 309,4,3,3,N/A,2020-02-14,Summer
310,Product 310,6,2,6,41.19,2023-01-23,All Year
311,Product 311,10,7,8,76.57,2020-01-31,All Year
312,Product 312,3,9,3,214.28,2021-04-03,All Year
313,Product 313,3,3,9,494.49,2083-02-28,Spring
314,Product 314,7,9,3,43.55,2021-03-14,All Year
315,Product 315,8,4,10,456.51,2022-08-24,All Year
316,Product 316,4,9,9,312.78,2020-07-25,All Year
317,Product 317,1,10,3,367.36,2023-09-23,All Year
318,Product 318,7,3,2,145.29,2020-12-31,Summer
319,Product 319,1,5,3,N/A,2021-10-18,Spring
320,Product 320,6,1,10,423.99,2021-09-22,All Year
321,Product 321,9,8,4,N/A,2023-01-10,Fall
322,Product 322,7,8,6,416.19,2022-05-11,All Year
323,Product 323,4,5,6,461.82,2020-06-30,All Year
324,Product 324,1,2,6,184.93,2022-02-26,All Year
325,Product 325,3,8,4,233.06,2020-09-10,All Year
326,Product 326,4,9,7,410.34,2022-06-24,All Year
327,Product 327,4,9,6,429.84,2020-10-23,All Year
328,Product 328,1,7,2,457.85,2023-10-31,Summer
329,Product 329,1,4,9,243.9,2023-03-24,Winter
330,Product 330,5,8,9,287.89,2022-10-10,All Year
331,Product 331,6,6,1,401.4,2021-06-30,All Year
332,Product 332,10,1,3,132.72,2020-11-16,Spring
333,Product 333,3,4,7,13.64,2020-12-07,All Year
334,Product 334,6,7,4,N/A,2022-11-18,Summer
335,Product 335,6,2,1,189.58,2023-12-25,All Year
336,Product 336,4,9,6,151.01,2022-10-10,All Year
337,Product 337,6,9,8,283.19,2023-09-08,All Year
338,Product 338,5,9,3,338.94,2021-07-23,All Year
339,Product 339,7,5,1,224.96,2023-06-04,All Year
340,Product 340,1,3,7,178.02,2022-03-18,Spring
341,Product 341,5,1,9,139.41,2022-10-26,All Year
342,Product 342,1,10,6,313.26,2023-08-15,All Year
343,Product 343,6,2,5,365.09,2061-05-07,Spring
344,Product 344,7,4,4,46.38,2023-01-09,Summer
345,Product 345,3,9,10,336.47,2022-10-20,All Year
346,Product 346,3,5,5,172.21,2020-09-06,All Year
347,Product 347,2,8,1,160.73,2023-05-21,All Year
348,Product 348,6,8,1,N/A,2021-01-03,All Year
349,Product 349,5,3,2,452.82,2023-03-31,All Year
350,Product 350,8,4,10,N/A,2023-05-12,Summer
351,Product 351,10,3,1,469.12,2023-06-14,Fall
352,Product 352,7,2,1,132.6,2020-07-11,All Year
353,Product 353,7,3,10,N/A,2020-01-13,All Year
354,Product 354,1,8,6,62.91,2021-02-25,Winter
355,Product 355,3,7,10,102.18,2080-02-01,All Year
356,Product 356,2,1,5,254.15,2020-09-26,All Year
357,Product 357,4,9,9,438.69,2023-04-30,All Year
358,Product 358,6,6,3,205.64,2022-02-07,All Year
359,Product 359,7,1,9,320.71,2020-05-04,Winter
360,Product 360,6,3,4,170.01,2023-06-29,All Year
361,Product 361,2,8,1,156.28,2023-05-13,All Year
362,Product 362,1,7,5,232.46,2022-11-24,All Year
363,Product 363,7,1,1,402.7,2022-05-04,All Year
364,Product 364,1,8,3,83.58,2020-10-04,All Year
365,Product 365,2,6,5,119.26,2020-12-04,All Year
366,Product 366,4,3,1,327.87,2020-08-12,All Year
367,Product 367,6,5,1,19.26,2022-12-25,All Year
368,Product 368,5,6,7,214.53,2022-08-12,All Year
369,Product 369,9,3,6,66.61,2021-05-14,All Year
370,Product 370,9,9,9,N/A,2021-12-01,Winter
371,Product 371,5,9,5,444.27,2021-09-02,All Year
372,Product 372,8,5,1,60.54,2020-01-07,All Year
373,Product 373,6,2,2,52.53,2021-06-20,Summer
374,Product 374,7,1,5,76.21,2022-01-03,All Year
375,Product 375,2,10,7,55.43,2023-01-18,All Year
376,Product 376,5,5,10,123.74,2022-10-10,Fall
377,Product 377,1,3,9,413.64,2020-02-15,Winter
378,Product 378,4,7,6,146.2,2020-06-23,Summer
379,Product 379,9,1,6,75.06,2022-06-13,All Year
380,Product 380,10,10,9,330.05,2083-01-17,Spring
381,Product 381,2,6,9,N/A,2022-06-17,All Year
382,Product 382,10,9,7,265.56,2022-01-10,All Year
383,Product 383,7,2,10,272.47,2023-04-10,All Year
384,Product 384,10,4,1,406.03,2020-07-28,All Year
385,Product 385,9,6,9,151.94,2020-04-04,All Year
386,Product 386,2,8,8,160.62,2021-02-08,All Year
387,Product 387,6,5,6,253.59,2020-09-12,All Year
388,Product 388,1,2,5,368.4,2023-10-01,All Year
389,Product 389,2,8,1,133.1,2020-12-17,All Year
390,Product 390,2,5,8,266.7,2021-12-03,All Year
391,Product 391,8,2,3,85.25,2023-08-02,All Year
392,Product 392,5,3,6,228.92,2023-11-20,All Year
393,Product 393,2,9,4,221.81,2022-04-20,Winter
394,Product 394,5,3,2,N/A,2020-10-21,Spring
395,Product 395,1,5,7,74.74,2020-12-06,Fall
396,Product 396,7,1,7,400.99,2020-12-15,Spring
397,Product 397,2,9,3,353.71,2023-12-15,All Year
398,Product 398,6,1,1,298.47,2023-10-18,Fall
399,Product 399,9,5,8,94.93,2020-09-16,All Year
400,Product 400,1,3,10,439.34,2022-04-29,Winter
401,Product 401,4,5,10,107.24,2022-03-13,All Year
402,Product 402,1,8,6,113.73,2022-05-27,Winter
403,Product 403,3,2,7,18.93,2022-02-15,All Year
404,Product 404,2,10,1,N/A,2022-01-24,Summer
405,Product 405,9,3,10,470.78,2023-11-11,All Year
406,Product 406,3,7,10,381.62,2021-09-20,All Year
407,Product 407,6,9,6,388.49,2020-06-14,All Year
408,Product 408,7,10,6,380.01,2052-02-26,All Year
409,Product 409,10,3,1,476.02,2022-07-27,All Year
410,Product 410,7,7,4,180.51,2022-07-15,Spring
411,Product 411,10,4,8,223.51,2023-05-06,All Year
412,Product 412,10,8,2,400.64,2066-05-07,All Year
413,Product 413,4,8,3,391.59,2022-10-22,All Year
414,Product 414,7,5,7,254.15,2021-03-16,Fall
415,Product 415,4,9,1,70.81,2020-04-08,Spring
416,Product 416,1,4,9,480.59,2037-10-26,All Year
417,Product 417,9,10,5,148.96,2021-09-28,Spring
418,Product 418,6,4,6,300.08,2021-04-23,Summer
419,Product 419,7,8,10,N/A,2023-06-30,Summer
420,Product 420,3,9,4,249.63,2023-06-21,Winter
421,Product 421,9,5,7,377.37,2021-02-14,All Year
422,Product 422,1,8,2,259.1,2022-07-10,Summer
423,Product 423,6,2,6,133.94,2020-04-17,All Year
424,Product 424,4,1,8,367.28,2021-10-18,All Year
425,Product 425,3,10,8,160.75,2022-09-01,All Year
426,Product 426,6,2,9,379.77,2021-09-10,Fall
427,Product 427,4,6,4,331.75,2023-06-14,All Year
428,Product 428,5,3,8,298.22,2023-05-28,Summer
429,Product 429,1,4,6,368.59,2020-03-20,Winter
430,Product 430,8,5,9,434.22,2020-11-20,Spring
431,Product 431,4,2,7,200.9,2021-01-27,All Year
432,Product 432,7,3,5,78.64,2020-08-04,All Year
433,Product 433,1,6,1,312.62,2020-02-02,All Year
434,Product 434,6,7,9,179.4,2021-07-13,All Year
435,Product 435,5,7,6,301.51,2051-10-19,All Year
436,Product 436,1,7,2,302.86,2077-04-11,All Year
437,Product 437,2,10,10,272.79,2023-10-16,All Year
438,Product 438,10,8,6,87.26,2037-05-17,Fall
439,Product 439,3,2,5,373.02,2022-12-17,All Year
440,Product 440,6,2,2,N/A,2023-04-13,Spring
441,Product 441,9,7,10,294.92,2021-07-31,All Year
442,Product 442,1,9,5,189.49,2023-01-01,Spring
443,Product 443,3,4,7,203.58,2020-10-14,All Year
444,Product 444,10,3,9,248.33,2023-11-21,All Year
445,Product 445,8,5,5,84.23,2023-02-28,Summer
446,Product 446,5,5,8,101.72,2022-09-12,All Year
447,Product 447,3,3,10,59.54,2021-02-10,Spring
448,Product 448,1,9,2,435.85,2020-12-02,All Year
449,Product 449,9,1,6,478.76,2020-09-26,Fall
450,Product 450,10,7,5,237.41,2021-12-06,Spring
451,Product 451,5,6,4,N/A,2022-10-17,Spring
452,Product 452,10,1,4,440.74,2021-08-14,All Year
453,Product 453,10,8,6,N/A,2022-04-30,Winter
454,Product 454,6,6,7,112.73,2023-09-20,Fall
455,Product 455,7,8,9,N/A,2022-09-14,Spring
456,Product 456,3,10,8,184.25,2023-01-31,All Year
457,Product 457,4,1,9,459.15,2023-07-14,Spring
458,Product 458,9,7,5,437.66,2023-12-02,Winter
459,Product 459,6,2,7,13.34,2020-10-06,Fall
460,Product 460,10,2,6,186.53,2080-01-11,Summer
461,Product 461,7,4,5,352.99,2023-01-05,All Year
462,Product 462,4,3,9,408.7,2020-06-02,Summer
463,Product 463,10,1,9,384.0,2023-10-20,Winter
464,Product 464,9,1,5,181.88,2022-12-20,Spring
465,Product 465,7,3,9,39.74,2023-06-18,Fall
466,Product 466,8,3,5,368.73,2075-08-17,Winter
467,Product 467,1,8,8,183.96,2021-11-11,Summer
468,Product 468,7,10,6,N/A,2022-12-07,Summer
469,Product 469,10,1,3,235.97,2023-07-23,All Year
470,Product 470,2,2,6,142.66,2020-05-11,Winter
471,Product 471,6,8,3,474.24,2020-08-25,All Year
472,Product 472,10,7,9,N/A,2020-03-19,Winter
473,Product 473,9,3,5,199.43,2020-01-29,All Year
474,Product 474,5,8,5,459.73,2020-12-25,All Year
475,Product 475,5,8,5,404.75,2022-02-17,All Year
476,Product 476,5,8,9,371.22,2020-01-29,Spring
477,Product 477,4,8,7,287.55,2023-05-09,All Year
478,Product 478,10,9,8,222.37,2021-07-09,All Year
479,Product 479,7,5,9,423.96,2020-05-23,Summer
480,Product 480,8,2,4,218.45,2022-06-28,Winter
481,Product 481,6,8,2,19.69,2022-09-23,All Year
482,Product 482,4,1,4,187.21,2062-07-26,All Year
483,Product 483,10,10,7,203.76,2021-12-27,All Year
484,Product 484,4,1,6,253.98,2022-01-08,Fall
485,Product 485,8,9,1,99.81,2020-06-29,Summer
486,Product 486,8,8,8,N/A,2022-06-11,All Year
487,Product 487,6,4,7,293.72,2020-03-25,All Year
488,Product 488,2,10,1,460.72,2021-01-14,All Year
489,Product 489,3,5,4,475.57,2020-03-22,Winter
490,Product 490,3,3,8,N/A,2023-06-11,All Year
491,Product 491,7,6,3,337.96,2020-11-17,All Year
492,Product 492,2,1,5,81.08,2023-06-28,All Year
493,Product 493,3,7,10,212.01,2023-12-22,All Year
494,Product 494,2,2,9,148.35,2023-11-27,Winter
495,Product 495,6,8,9,51.96,2021-12-09,All Year
496,Product 496,9,10,5,351.44,2021-01-25,Winter
497,Product 497,9,7,3,213.97,2021-12-30,Summer
498,Product 498,10,4,5,85.45,2020-05-02,All Year
499,Product 499,5,3,9,172.29,2022-09-03,Fall
500,Product 500,5,8,9,31.07,2022-08-06,All Year
